Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
76331001,00000147,false,Rx,1,8,F4,0F,F2,0F,F7,0F,30,C0,
76333000,00000167,false,Rx,1,8,77,BF,00,00,00,00,30,A8,
76335000,00000107,false,Rx,1,8,00,00,00,00,00,00,D0,81,
76336000,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F9,00,00,
76336002,00000087,false,Rx,1,8,C7,10,00,50,00,00,60,16,
76337000,00000106,false,Rx,1,8,00,00,00,00,00,00,D0,E4,
76339000,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
76341001,00000105,false,Rx,1,8,00,00,00,00,00,00,D0,4B,
76343000,00000102,false,Rx,1,8,00,00,00,00,00,00,D0,6D,
76345000,00000103,false,Rx,1,8,00,00,00,00,00,00,D0,08,
76346000,000003C3,false,Rx,0,6,00,03,FF,FF,FF,F9,00,00,
76347000,00000101,false,Rx,1,8,00,00,00,00,00,00,D0,C2,
76349000,00000120,false,Rx,1,8,15,10,1A,10,1A,10,40,22,
76349003,00000080,false,Rx,1,8,C7,10,00,50,00,00,70,FD,
76351000,00000140,false,Rx,1,8,17,10,17,10,18,10,40,77,
76353000,00000160,false,Rx,1,8,31,C1,00,00,00,00,40,35,
76355000,00000170,false,Rx,1,8,32,32,32,32,41,00,40,96,
76356000,000003C3,false,Rx,0,6,00,04,FF,FF,FF,FB,00,00,
76357000,00000121,false,Rx,1,8,18,10,1A,10,16,10,40,AB,
76359000,00000131,false,Rx,1,8,16,10,13,10,13,10,40,20,
76361000,00000141,false,Rx,1,8,16,10,19,10,15,10,40,DC,
76362000,00000081,false,Rx,1,8,C7,10,00,50,00,00,70,98,
76363000,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
76365000,00000171,false,Rx,1,8,32,32,32,32,3E,00,40,3D,
76366000,000003C3,false,Rx,0,6,00,05,00,00,00,01,00,00,
76367000,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
76369000,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,40,6F,
76371001,00000152,false,Rx,1,8,0C,10,10,10,13,10,40,A4,
76373000,00000100,false,Rx,1,8,00,00,00,00,00,00,B0,33,
76375000,00000082,false,Rx,1,8,C7,10,00,50,00,00,70,37,
76375002,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
76376000,000003C3,false,Rx,0,6,00,06,FF,FF,FF,FB,00,00,
76377000,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
76379000,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
76381001,00000123,false,Rx,1,8,14,10,14,10,16,10,40,CC,
76383000,00000133,false,Rx,1,8,15,10,EC,0F,16,10,40,26,
76385000,00000153,false,Rx,1,8,1A,10,16,10,13,10,40,CA,
76386000,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F5,00,00,
76387000,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
76388001,00000083,false,Rx,1,8,C7,10,00,50,00,00,70,52,
76389000,00000172,false,Rx,1,8,31,32,31,32,3E,00,40,CB,
76389003,00000437,false,Rx,2,8,01,00,00,00,6C,02,0D,8B,
76391000,00000106,false,Rx,1,8,00,00,00,00,00,00,E0,AE,
76393000,000001D1,false,Rx,1,8,22,22,22,22,22,22,29,92,
76395000,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
76396000,000003C3,false,Rx,0,6,00,08,FF,FF,FF,EE,00,00,
76397000,00000173,false,Rx,1,8,32,32,32,32,3F,00,40,78,
76399000,00000102,false,Rx,1,8,00,00,00,00,00,00,E0,27,
76401000,000003D2,false,Rx,0,6,04,0C,00,00,00,69,00,00,
76401001,00000103,false,Rx,1,8,00,00,00,00,00,00,E0,42,
76401004,00000084,false,Rx,1,8,C7,10,00,50,00,00,70,74,
76401011,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,05,10,
76401018,0000041B,false,Rx,2,8,31,32,00,05,2F,75,05,F6,
76401020,0000041C,false,Rx,2,8,F4,01,00,00,07,18,05,3C,
76401021,0000041D,false,Rx,2,8,45,25,10,27,00,02,05,F0,
76401022,0000041E,false,Rx,2,8,00,00,00,00,02,6C,05,3D,
76403000,00000101,false,Rx,1,8,00,00,00,00,00,00,E0,88,
76405000,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
76406000,000003C3,false,Rx,0,6,00,09,FF,FF,FF,F4,00,00,
76407001,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
76409000,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
76411000,00000125,false,Rx,1,8,19,10,1E,10,1A,10,40,C0,
76413001,00000135,false,Rx,1,8,18,10,12,10,16,10,40,4B,
76414001,00000085,false,Rx,1,8,C7,10,00,50,00,00,70,11,
76415000,00000145,false,Rx,1,8,1A,10,1A,10,15,10,40,50,
76416000,000003C3,false,Rx,0,6,00,0A,00,00,00,00,00,00,
76417000,00000155,false,Rx,1,8,19,10,18,10,09,10,40,6F,
76419000,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
76421001,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
76423000,00000136,false,Rx,1,8,10,10,13,10,0C,10,40,4B,
76425000,00000156,false,Rx,1,8,0E,10,13,10,14,10,40,A3,
76426000,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,EF,00,00,
76427000,00000176,false,Rx,1,8,32,32,32,32,3D,00,40,97,
76427003,00000086,false,Rx,1,8,C7,10,00,50,00,00,70,BE,
76429000,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
76431000,00000127,false,Rx,1,8,F8,0F,F9,0F,F6,0F,40,20,
76433000,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,40,CD,
76435000,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,40,23,
76436000,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,F7,00,00,
76437000,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,40,30,
76439000,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
76440001,00000087,false,Rx,1,8,C7,10,00,50,00,00,70,DB,
76441000,00000167,false,Rx,1,8,77,BF,00,00,00,00,40,F1,
76443000,00000107,false,Rx,1,8,00,00,00,00,00,00,00,79,
76445000,00000106,false,Rx,1,8,00,00,00,00,00,00,00,1C,
76446000,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,EC,00,00,
76447000,00000177,false,Rx,1,8,32,32,31,31,40,00,40,3B,
76449000,00000105,false,Rx,1,8,00,00,00,00,00,00,00,B3,
76451000,00000120,false,Rx,1,8,13,10,1A,10,1A,10,50,3C,
76453000,00000130,false,Rx,1,8,18,10,0F,10,15,10,50,A0,
76453003,00000080,false,Rx,1,8,C7,10,00,50,00,00,80,82,
76455000,00000150,false,Rx,1,8,08,10,1E,10,19,10,50,D3,
76456000,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,E7,00,00,
76457000,00000170,false,Rx,1,8,32,32,32,32,42,00,50,D7,
76459000,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
76461001,00000131,false,Rx,1,8,16,10,13,10,13,10,50,ED,
76463000,00000151,false,Rx,1,8,17,10,19,10,13,10,50,57,
76465000,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
76466000,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,ED,00,00,
76466001,00000081,false,Rx,1,8,C7,10,00,50,00,00,80,E7,
76467000,00000122,false,Rx,1,8,0F,10,12,10,0F,10,50,12,
76469000,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,50,A2,
76471000,00000142,false,Rx,1,8,10,10,0F,10,0F,10,50,F5,
76473000,00000152,false,Rx,1,8,0C,10,10,10,13,10,50,69,
76475000,00000162,false,Rx,1,8,D1,C0,00,00,00,00,50,64,
76476000,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F7,00,00,
76477000,00000171,false,Rx,1,8,32,32,32,32,3D,00,50,7C,
76479000,00000082,false,Rx,1,8,C7,10,00,50,00,00,80,48,
76479002,00000100,false,Rx,1,8,00,00,00,00,00,00,D0,A7,
76481001,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
76483000,00000123,false,Rx,1,8,14,10,13,10,16,10,50,0A,
76485000,00000133,false,Rx,1,8,15,10,EE,0F,16,10,50,3F,
76486000,000003C3,false,Rx,0,6,00,01,FF,FF,FF,F1,00,00,
76487000,00000143,false,Rx,1,8,0D,10,16,10,16,10,50,A7,
76489000,00000153,false,Rx,1,8,1A,10,16,10,13,10,50,07,
76489003,00000437,false,Rx,2,8,01,00,00,00,6C,02,0E,02,
76491000,00000172,false,Rx,1,8,31,32,31,32,3E,00,50,06,
76492001,00000083,false,Rx,1,8,C7,10,00,50,00,00,80,2D,
76493000,00000106,false,Rx,1,8,00,00,00,00,00,00,10,D1,
76495001,00000107,false,Rx,1,8,00,00,00,00,00,00,10,B4,
76496000,000003C3,false,Rx,0,6,00,02,FF,FF,FF,EF,00,00,
76497000,00000105,false,Rx,1,8,00,00,00,00,00,00,10,7E,
76499001,00000173,false,Rx,1,8,32,32,32,32,40,00,50,7B,
76501000,000003D2,false,Rx,0,6,04,0D,00,00,00,69,00,00,
76501001,00000102,false,Rx,1,8,00,00,00,00,00,00,10,58,
76501010,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,06,99,
76501017,0000041B,false,Rx,2,8,31,32,00,04,2F,75,06,B5,
76501019,0000041C,false,Rx,2,8,F4,01,00,00,07,18,06,B5,
76501020,0000041D,false,Rx,2,8,45,25,10,27,00,02,06,79,
76501021,0000041E,false,Rx,2,8,00,00,00,00,02,6C,06,B4,
76503001,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
76505000,00000103,false,Rx,1,8,00,00,00,00,00,00,10,3D,
76505003,00000084,false,Rx,1,8,C7,10,00,50,00,00,80,0B,
76506000,000003C3,false,Rx,0,6,00,03,FF,FF,FF,EA,00,00,
76507000,00000101,false,Rx,1,8,00,00,00,00,00,00,10,F7,
76509000,00000125,false,Rx,1,8,19,10,1E,10,1A,10,50,0D,
76511000,00000135,false,Rx,1,8,18,10,10,10,16,10,50,52,
76513000,00000145,false,Rx,1,8,1A,10,1B,10,15,10,50,F7,
76515001,00000155,false,Rx,1,8,19,10,18,10,09,10,50,A2,
76516000,000003C3,false,Rx,0,6,00,04,FF,FF,FF,ED,00,00,
76517000,00000165,false,Rx,1,8,1F,C1,00,00,00,00,50,7A,
76518001,00000085,false,Rx,1,8,C7,10,00,50,00,00,80,6E,
76519000,00000175,false,Rx,1,8,31,31,31,31,3C,00,50,53,
76521001,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
76523000,00000126,false,Rx,1,8,11,10,17,10,12,10,50,61,
76525001,00000136,false,Rx,1,8,10,10,12,10,0C,10,50,EC,
76526000,000003C3,false,Rx,0,6,00,05,FF,FF,FF,F9,00,00,
76527000,00000156,false,Rx,1,8,0D,10,14,10,16,10,50,81,
76529000,00000176,false,Rx,1,8,32,32,32,32,3D,00,50,5A,
76531000,00000100,false,Rx,1,8,00,00,00,00,00,00,E0,ED,
76531003,00000086,false,Rx,1,8,C7,10,00,50,00,00,80,C1,
76533000,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
76535001,00000127,false,Rx,1,8,F8,0F,F8,0F,F4,0F,50,84,
76536000,000003C3,false,Rx,0,6,00,06,FF,FF,FF,E6,00,00,
76537000,00000137,false,Rx,1,8,F5,0F,F5,0F,F4,0F,50,D4,
76539000,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,50,EE,
76541001,00000157,false,Rx,1,8,F7,0F,F5,0F,F6,0F,50,29,
76543000,00000167,false,Rx,1,8,63,BF,00,00,00,00,50,EC,
76544001,00000087,false,Rx,1,8,C7,10,00,50,00,00,80,A4,
76545000,00000177,false,Rx,1,8,31,32,31,31,40,00,50,11,
76546000,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F2,00,00,
76547000,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
76549000,00000106,false,Rx,1,8,00,00,00,00,00,00,20,9B,
76551001,00000107,false,Rx,1,8,00,00,00,00,00,00,20,FE,
76553000,00000120,false,Rx,1,8,15,10,1A,10,1A,10,60,A5,
76555000,00000130,false,Rx,1,8,18,10,11,10,15,10,60,12,
76556000,000003C3,false,Rx,0,6,00,08,FF,FF,FF,F3,00,00,
76557000,00000140,false,Rx,1,8,17,10,17,10,18,10,60,F0,
76557003,00000080,false,Rx,1,8,C7,10,00,50,00,00,90,4F,
76559000,00000160,false,Rx,1,8,31,C1,00,00,00,00,60,B2,
76561001,00000170,false,Rx,1,8,32,32,32,32,42,00,60,9D,
76563000,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
76565000,00000121,false,Rx,1,8,1A,10,1A,10,17,10,60,19,
76566000,000003C3,false,Rx,0,6,00,09,00,00,00,0D,00,00,
76567000,00000131,false,Rx,1,8,16,10,13,10,13,10,60,A7,
76569000,00000141,false,Rx,1,8,16,10,19,10,15,10,60,5B,
76570000,00000081,false,Rx,1,8,C7,10,00,50,00,00,90,2A,
76571000,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
76573000,00000151,false,Rx,1,8,17,10,19,10,13,10,60,1D,
76575000,00000122,false,Rx,1,8,0F,10,12,10,0F,10,60,58,
76576000,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,EF,00,00,
76577000,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
76579001,00000171,false,Rx,1,8,32,32,32,32,3E,00,60,BA,
76581000,00000100,false,Rx,1,8,00,00,00,00,00,00,00,5F,
76583001,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
76583002,00000082,false,Rx,1,8,C7,10,00,50,00,00,90,85,
76585001,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
76586000,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F5,00,00,
76587000,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
76589000,000001D5,false,Rx,1,8,22,22,22,22,22,22,29,92,
76589002,000003D8,false,Rx,2,3,91,02,00,00,00,00,00,00,
76591000,00000172,false,Rx,1,8,31,32,31,32,3E,00,60,4C,
76591003,00000437,false,Rx,2,8,01,00,00,00,6C,02,0F,85,
76593000,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
76595000,00000123,false,Rx,1,8,14,10,14,10,16,10,60,4B,
76596000,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,F1,00,00,
76596001,00000083,false,Rx,1,8,C7,10,00,50,00,00,90,E0,
76597000,00000133,false,Rx,1,8,15,10,EC,0F,16,10,60,A1,
76599000,00000143,false,Rx,1,8,0D,10,16,10,16,10,60,ED,
76601005,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,07,1E,
76601013,0000041B,false,Rx,2,8,31,32,00,05,2F,75,07,F8,
76601014,0000041C,false,Rx,2,8,F4,01,00,00,07,18,07,32,
76601016,0000041D,false,Rx,2,8,45,25,10,27,00,02,07,FE,
76601017,0000041E,false,Rx,2,8,00,00,00,00,02,6C,07,33,
76601018,000003D2,false,Rx,0,6,04,0E,00,00,00,69,00,00,
76601019,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
76603000,00000106,false,Rx,1,8,00,00,00,00,00,00,30,56,
76605000,00000153,false,Rx,1,8,1A,10,16,10,13,10,60,4D,
76606000,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,F1,00,00,
76607000,000001D1,false,Rx,1,8,22,22,22,22,22,22,29,92,
76609000,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
76609002,00000084,false,Rx,1,8,C7,10,00,50,00,00,90,C6,
76611000,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
76613000,00000102,false,Rx,1,8,00,00,00,00,00,00,30,DF,
76615000,00000103,false,Rx,1,8,00,00,00,00,00,00,30,BA,
76616000,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,F3,00,00,
76617000,00000101,false,Rx,1,8,00,00,00,00,00,00,30,70,
76619000,00000125,false,Rx,1,8,19,10,1E,10,1A,10,60,47,
76621001,00000135,false,Rx,1,8,18,10,10,10,18,10,60,11,
76622000,00000085,false,Rx,1,8,C7,10,00,50,00,00,90,A3,
76623000,00000155,false,Rx,1,8,19,10,18,10,09,10,60,E8,
76625000,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
76626000,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,EF,00,00,
76627000,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
76629000,00000126,false,Rx,1,8,11,10,16,10,12,10,60,41,
76631000,00000156,false,Rx,1,8,0D,10,14,10,16,10,60,CB,
76633001,00000176,false,Rx,1,8,32,32,32,32,3D,00,60,10,
76635000,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
76635002,00000086,false,Rx,1,8,C7,10,00,50,00,00,90,0C,
76636000,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F4,00,00,
76637000,000001C3,false,Rx,1,8,22,22,22,22,25,22,42,22,
76639000,00000100,false,Rx,1,8,00,00,00,00,00,00,10,92,
76641000,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
76643000,00000137,false,Rx,1,8,F5,0F,F7,0F,F5,0F,60,C5,
76645000,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,60,B7,
76646000,000003C3,false,Rx,0,6,00,01,FF,FF,FF,E7,00,00,
76647000,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
76648001,00000087,false,Rx,1,8,C7,10,00,50,00,00,90,69,
76649000,00000120,false,Rx,1,8,15,10,1A,10,1A,10,70,68,
76651000,00000130,false,Rx,1,8,18,10,11,10,15,10,70,DF,
76653000,00000140,false,Rx,1,8,17,10,17,10,18,10,70,3D,
76655000,00000150,false,Rx,1,8,09,10,1E,10,19,10,70,09,
76656000,000003C3,false,Rx,0,6,00,02,FF,FF,FF,EE,00,00,
76657000,00000107,false,Rx,1,8,00,00,00,00,00,00,40,6A,
76659000,00000106,false,Rx,1,8,00,00,00,00,00,00,40,0F,
76661001,00000160,false,Rx,1,8,31,C1,00,00,00,00,70,7F,
76661004,00000080,false,Rx,1,8,C7,10,00,50,00,00,A0,05,
76663000,00000177,false,Rx,1,8,31,32,31,31,40,00,60,5B,
76665000,00000105,false,Rx,1,8,00,00,00,00,00,00,40,A0,
76666000,000003C3,false,Rx,0,6,00,03,00,00,00,01,00,00,
76667000,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
76669000,00000103,false,Rx,1,8,00,00,00,00,00,00,40,E3,
76671000,00000121,false,Rx,1,8,18,10,1A,10,16,10,70,E1,
76673001,00000141,false,Rx,1,8,16,10,19,10,16,10,70,1A,
76674001,00000081,false,Rx,1,8,C7,10,00,50,00,00,A0,60,
76675000,00000161,false,Rx,1,8,32,C1,00,00,00,00,70,FD,
76676000,000003C3,false,Rx,0,6,00,04,FF,FF,FF,EE,00,00,
76677000,00000171,false,Rx,1,8,32,32,32,32,3E,00,70,77,
76679000,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
76681000,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,70,25,
76683000,00000152,false,Rx,1,8,0C,10,0F,10,13,10,70,7C,
76685000,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
76686000,000003C3,false,Rx,0,6,00,05,FF,FF,FF,F8,00,00,
76687000,00000100,false,Rx,1,8,00,00,00,00,00,00,20,D8,
76687004,00000082,false,Rx,1,8,C7,10,00,50,00,00,A0,CF,
76689000,00000172,false,Rx,1,8,31,32,31,32,3D,00,70,0D,
76689003,00000437,false,Rx,2,8,01,00,00,00,6C,02,00,28,
76691000,00000123,false,Rx,1,8,14,10,14,10,16,10,70,86,
76693000,00000133,false,Rx,1,8,15,10,EC,0F,16,10,70,6C,
76695000,00000143,false,Rx,1,8,0F,10,16,10,15,10,70,16,
76696000,000003C3,false,Rx,0,6,00,06,FF,FF,FF,E8,00,00,
76697000,00000153,false,Rx,1,8,1A,10,16,10,13,10,70,80,
76699000,00000163,false,Rx,1,8,BA,C0,00,00,00,00,70,02,
76700000,00000083,false,Rx,1,8,C7,10,00,50,00,00,A0,AA,
76701000,000003D2,false,Rx,0,6,04,0F,00,00,00,69,00,00,
76701001,00000106,false,Rx,1,8,00,00,00,00,00,00,50,C2,
76701010,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,08,B3,
76701018,0000041B,false,Rx,2,8,31,32,00,05,2F,75,08,55,
76701019,0000041C,false,Rx,2,8,F4,01,00,00,07,18,08,9F,
76701020,0000041D,false,Rx,2,8,45,25,10,27,00,02,08,53,
76701021,0000041E,false,Rx,2,8,00,00,00,00,02,6C,08,9E,
76703000,00000107,false,Rx,1,8,00,00,00,00,00,00,50,A7,
76705000,00000173,false,Rx,1,8,32,32,32,32,40,00,70,FC,
76706000,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F6,00,00,
76707000,00000105,false,Rx,1,8,00,00,00,00,00,00,50,6D,
76709000,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
76711000,00000125,false,Rx,1,8,19,10,1E,10,1A,10,70,8A,
76713000,00000102,false,Rx,1,8,00,00,00,00,00,00,50,4B,
76713003,00000084,false,Rx,1,8,C7,10,00,50,00,00,A0,8C,
76715000,00000135,false,Rx,1,8,18,10,10,10,18,10,70,DC,
76716000,000003C3,false,Rx,0,6,00,08,FF,FF,FF,ED,00,00,
76717000,00000145,false,Rx,1,8,1A,10,1A,10,15,10,70,1A,
76719000,00000103,false,Rx,1,8,00,00,00,00,00,00,50,2E,
76721001,00000155,false,Rx,1,8,19,10,18,10,09,10,70,25,
76723000,00000101,false,Rx,1,8,00,00,00,00,00,00,50,E4,
76725000,00000165,false,Rx,1,8,1F,C1,00,00,00,00,70,FD,
76726000,00000085,false,Rx,1,8,C7,10,00,50,00,00,A0,E9,
76726001,000003C3,false,Rx,0,6,00,09,FF,FF,FF,F4,00,00,
76727000,00000175,false,Rx,1,8,31,31,31,31,3C,00,70,D4,
76729000,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
76731000,00000126,false,Rx,1,8,0F,10,16,10,12,10,70,34,
76733000,00000136,false,Rx,1,8,10,10,12,10,0A,10,70,6E,
76735000,00000156,false,Rx,1,8,0E,10,14,10,16,10,70,E1,
76736000,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,EA,00,00,
76737000,00000176,false,Rx,1,8,32,32,32,32,3D,00,70,DD,
76739000,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
76739002,00000086,false,Rx,1,8,C7,10,00,50,00,00,A0,46,
76741000,00000100,false,Rx,1,8,00,00,00,00,00,00,30,15,
76743000,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,70,69,
76745000,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,70,87,
76746000,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F5,00,00,
76747000,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
76749000,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,70,69,
76751000,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,70,7A,
76752001,00000087,false,Rx,1,8,C7,10,00,50,00,00,A0,23,
76753000,00000167,false,Rx,1,8,77,BF,00,00,00,00,70,BB,
76755000,00000120,false,Rx,1,8,15,10,18,10,1A,10,80,C3,
76756000,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,FD,00,00,
76757000,00000130,false,Rx,1,8,18,10,11,10,15,10,80,A0,
76759000,00000177,false,Rx,1,8,31,32,31,31,40,00,70,96,
76761000,00000140,false,Rx,1,8,17,10,17,10,18,10,80,42,
76763001,00000150,false,Rx,1,8,08,10,1E,10,1B,10,80,28,
76765000,00000160,false,Rx,1,8,31,C1,00,00,00,00,80,00,
76765003,00000080,false,Rx,1,8,C7,10,00,50,00,00,B0,C8,
76766000,000003C3,false,Rx,0,6,00,0D,00,00,00,07,00,00,
76767000,00000170,false,Rx,1,8,32,32,32,32,41,00,80,A3,
76769000,00000106,false,Rx,1,8,00,00,00,00,00,00,60,88,
76771001,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
76773000,00000131,false,Rx,1,8,16,10,13,10,13,10,80,15,
76775000,00000151,false,Rx,1,8,17,10,19,10,13,10,80,AF,
76776000,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,EE,00,00,
76777000,00000101,false,Rx,1,8,00,00,00,00,00,00,60,AE,
76778000,00000081,false,Rx,1,8,C7,10,00,50,00,00,B0,AD,
76779000,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
76781001,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
76783000,00000171,false,Rx,1,8,32,32,32,32,3D,00,80,84,
76785000,00000122,false,Rx,1,8,0F,10,12,10,0F,10,80,EA,
76786000,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,F4,00,00,
76787000,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
76789000,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,80,5A,
76789003,00000437,false,Rx,2,8,01,00,00,00,6C,02,01,AF,
76791000,00000142,false,Rx,1,8,10,10,0F,10,0F,10,80,0D,
76791003,00000082,false,Rx,1,8,C7,10,00,50,00,00,B0,02,
76793000,00000152,false,Rx,1,8,0C,10,10,10,14,10,80,1B,
76795000,00000162,false,Rx,1,8,D1,C0,00,00,00,00,80,9C,
76796000,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F4,00,00,
76797000,00000172,false,Rx,1,8,31,32,31,32,3E,00,80,FE,
76799000,00000100,false,Rx,1,8,00,00,00,00,00,00,40,4C,
76801000,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
76801007,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,09,34,
76801015,0000041B,false,Rx,2,8,31,32,00,05,2F,75,09,D2,
76801016,0000041C,false,Rx,2,8,F4,01,00,00,07,18,09,18,
76801017,0000041D,false,Rx,2,8,45,25,10,27,00,02,09,D4,
76801018,0000041E,false,Rx,2,8,00,00,00,00,02,6C,09,19,
76801019,000003D2,false,Rx,0,6,04,00,00,00,00,69,00,00,
76803000,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
76804001,00000083,false,Rx,1,8,C7,10,00,50,00,00,B0,67,
76805000,000001D5,false,Rx,1,8,22,22,22,22,22,22,29,92,
76806000,000003C3,false,Rx,0,6,00,01,FF,FF,FF,FF,00,00,
76807000,00000123,false,Rx,1,8,14,10,14,10,16,10,80,F9,
76809000,00000133,false,Rx,1,8,15,10,EC,0F,16,10,80,13,
76811000,00000143,false,Rx,1,8,0F,10,16,10,16,10,80,E5,
76813000,00000153,false,Rx,1,8,1A,10,16,10,13,10,80,FF,
76815000,00000173,false,Rx,1,8,32,32,32,32,3F,00,80,4D,
76816000,000003C3,false,Rx,0,6,00,02,00,00,00,08,00,00,
76817000,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
76817002,00000084,false,Rx,1,8,C7,10,00,50,00,00,B0,41,
76819000,00000106,false,Rx,1,8,00,00,00,00,00,00,70,45,
76821001,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
76823000,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
76825000,00000125,false,Rx,1,8,19,10,1E,10,1B,10,80,7A,
76826000,000003C3,false,Rx,0,6,00,03,FF,FF,FF,FF,00,00,
76827000,00000135,false,Rx,1,8,18,10,10,10,16,10,80,AA,
76829000,00000155,false,Rx,1,8,19,10,18,10,09,10,80,5A,
76830000,00000085,false,Rx,1,8,C7,10,00,50,00,00,B0,24,
